Commodity code,Commodity,Quantity,Unit,Supplementary Quantity,Supplementary Unit,Renminbi Yuan
76011010,"Al unwrought, not alloyed, aluminium containing by weight≥99.95%",61499,Kilogram,0,?,1763038.0
76011090,"Al unwrought, not alloyed, aluminium containing by weight＜99.95% of",3426540,Kilogram,0,?,67676629.0
76012000,"Al unwrought, alloyed",17485812,Kilogram,0,?,354876102.0
76020000,"Waste & scrap, Al",65171,Kilogram,0,?,1178360.0
76031000,"Powders, Al, of non-lamellar structure",461258,Kilogram,0,?,13513056.0
76032000,"Powders, Al, of lamellar structure, including flakes",43755,Kilogram,0,?,1991366.0
76041010,"Bars and rods, of non-alloyed aluminium",1187176,Kilogram,0,?,18664304.0
76041090,"Profiles, of non-alloyed aluminium",104554,Kilogram,0,?,3115021.0
76042100,"Profiles, hollow, Al, alloyed",19596938,Kilogram,0,?,435285378.0
76042910,"Bars and rods, of alloyed aluminium",4786192,Kilogram,0,?,113384282.0
76042990,"Profiles, of alloyed aluminium",14388072,Kilogram,0,?,334084008.0
76051100,"Wire,Al,not alloyed,with a max cross sectional dim＞7mm",2006516,Kilogram,0,?,39504313.0
76051900,"Wire,Al,not alloyed,with a max cross sectional dim≤7mm",446427,Kilogram,0,?,12447749.0
76052100,"Wire, Al alloy, with a maximum cross sectional dim＞7mm",937859,Kilogram,0,?,24492368.0
76052900,"Wire, Al alloy, with a maximum cross sectional dim≤7mm",952995,Kilogram,0,?,26395379.0
76061121,"Plate/sheet/strip of Al, alucobond, not alloyed, rect′sq, 0.3mm≤thick＜0.36mm",322697,Kilogram,0,?,5852065.0
76061129,"Other plate/sheet/strip of Al, not alloyed, rect′sq, 0.3mm≤thick＜0.36mm",1147450,Kilogram,0,?,28058017.0
76061191,"Other plate/sheet/strip of Al, alucobond, not alloyed, rect′sq, thick＞0.2mm, nes",1974257,Kilogram,0,?,23546774.0
76061199,"Other plate/sheet/strip of Al, not alloyed, rect′sq, thich＞0.2mm,nes",16303501,Kilogram,0,?,381117195.0
76061220,"Plate, sheet′strip, Al alloy, rect′sq, thick＜0.28",94145538,Kilogram,0,?,2367218989.0
76061230,"Plate, sheet′strip, Al alloy, rect′sq, 0.2mm≤thick≤0.35",10148399,Kilogram,0,?,250217026.0
76061251,"Plate/sheet/strip  of Al alloy, alucobond, 0.35mm＜thk.≤4mm",11302332,Kilogram,0,?,122870013.0
76061259,"Other plate/sheet/strip  of Al alloy, 0.35mm＜thk.≤4mm,nes",39886522,Kilogram,0,?,1076269745.0
76061290,"Plate/sheet/strip  of Al alloy,  thk.≥4mm",13857433,Kilogram,0,?,407065027.0
76069100,"Plate, sheet′strip, Al, not alloyed, 〉0.2mm thick, nes",4863070,Kilogram,0,?,118794210.0
76069200,"Plate, sheet′strip, Al alloy, 〉0.2mm thick, nes",3425418,Kilogram,0,?,103750220.0
76071110,"Foil of Al,not backed,rolled,not further worked,thk≤0.007mm",22751216,Kilogram,0,?,651169017.0
76071120,"Unbacked aluminium foil, just rolled, 0.007mm≤thk.≤0.01mm",4075133,Kilogram,0,?,111970341.0
76071190,"Foil of Al,not backed,rolled,not further worked",39072736,Kilogram,0,?,1006808785.0
76071900,"Foil, Al, not backed & not 〉0.2mm thick, nes",20687027,Kilogram,0,?,741250447.0
76072000,"Foil, Al, backed, not 〉0.2mm thick excluding any backing",10640449,Kilogram,0,?,268910335.0
76081000,"Tubes & pipe, Al, not alloyed",1111319,Kilogram,0,?,30482004.0
76082010,"Tubes & pipe, of Al alloy,D≤10cm",5259167,Kilogram,0,?,165450679.0
76082091,"Tubes & pipe, of Al alloy,D＞10cm, wall thk.≤25mm",449587,Kilogram,0,?,14264359.0
76082099,"Tubes & pipe, of Al alloy,D＞10cm, wall thk.＞25mm",152638,Kilogram,0,?,5089132.0
76090000,Aluminium tube or pipe fittings,662060,Kilogram,0,?,64672728.0
76101000,"Aluminium doors, windows & their frames & thresholds for doors",24774062,Kilogram,0,?,750546971.0
76109000,"Alumn structure/parts nes, prepd plate,rods etc for struct",68471319,Kilogram,0,?,1954251463.0
76110000,"Alumn vats/similar containers,〉300L, excl for compres/liqud gas",336410,Kilogram,0,?,12619570.0
76121000,Alumn collapsible tubular containers,224539,Kilogram,0,?,16558591.0
76129010,Alumn tear tab ends and bodies thereof,3079292,Kilogram,0,?,108603322.0
76129090,"Alumn containers, ＜300L, without mech/thermo equipment,nes",1403453,Kilogram,0,?,83172116.0
76130010,"Al containers for compressed′liquefied gas, for retail packng",270940,Kilogram,0,?,17844598.0
76130090,"Al containers for compressed′liquefied gas, not for retail pack",278312,Kilogram,0,?,18312949.0
76141000,"Al stranded wire, cable, etc, with steel core,not elect insulatd",11062647,Kilogram,0,?,224407903.0
76149000,"Al stranded wire,cable, etc, not elect insulatd,nes",4284235,Kilogram,0,?,95971739.0
76151010,"Pot scourers, polishing pads and the like, of aluminium",724,Kilogram,0,?,10452.0
76151090,"Other household articles and parts thereof, of aluminium",27932066,Kilogram,0,?,1113570937.0
76152000,Al sanitary ware & parts thereof,670691,Kilogram,0,?,32007494.0
76161000,"Al nails,tacks,staples,bolts,nuts & similar articles",630662,Kilogram,0,?,49798622.0
76169100,Cloth/grill/netting/fencing of Al wire,754101,Kilogram,0,?,27853690.0
76169910,"Other Al articles nes, for technical use",8336534,Kilogram,0,?,639411472.0
76169990,"Other Al articles nes, not for technical use",25188117,Kilogram,0,?,1266322818.0
78011000,Lead refined unwrought,8460118,Kilogram,0,?,119990926.0
78019100,Lead unwrought containing antimony as principal other element,201182,Kilogram,0,?,3988323.0
78019900,Lead unwrought nes,280113,Kilogram,0,?,5897367.0
78041100,"Lead sheets, strip & foil of a thickness (excl.backing)＜0.2mm",23905,Kilogram,0,?,498583.0
78041900,"Lead plates, sheet, strip & foil nes",120408,Kilogram,0,?,3442097.0
78042000,Lead powders & flakes,56,Kilogram,0,?,4286.0
78060010,"Bars, rods, profiles and wires, of lead",22403,Kilogram,0,?,904483.0
78060090,Other articles of lead,95984,Kilogram,0,?,2564020.0
79011110,"Zn,not alloyed,unwrought,cont. by weight≥99.995%",413747,Kilogram,0,?,8601344.0
79011200,"Zinc,not alloyed,unwrought,cont. by weight＜99.99%",16029,Kilogram,0,?,397844.0
79012000,Zinc alloys unwrought,150391,Kilogram,0,?,3310944.0
79039000,Zinc powders & flakes,147494,Kilogram,0,?,4525780.0
79040000,"Zinc bars, rods, profiles & wire",179850,Kilogram,0,?,5540941.0
79050000,"Zinc plates, sheets, strip & foil",60853,Kilogram,0,?,1566432.0
79070020,"Zinc tubes,pipes & fittings thereof",207977,Kilogram,0,?,8494750.0
79070030,"Cellpacking blanks (zinc biscuits), for industrial use",113643,Kilogram,0,?,2714155.0
79070090,Other articles of zinc,614163,Kilogram,0,?,36232440.0
80011000,Tin not alloyed unwrought,2372960,Kilogram,0,?,511837423.0
80012021,"Solder,containing by weight less than 0.1% of lead,unwrought",20,Kilogram,0,?,14328.0
80012029,"Other soler,unwrought",20100,Kilogram,0,?,3109619.0
80012090,"Tin alloys unwrought, nes",0,Kilogram,0,?,8705.0
80030000,"Tin bars, rods, profiles & wire",44587,Kilogram,0,?,11712884.0
80070020,"Tin plates, sheets & strip, of a thickness＞0.2mm",2,Kilogram,0,?,2933.0
80070030,"Tin foil, of a thickness≤0.2mm, tin powders & flakes",111237,Kilogram,0,?,5624567.0
80070040,"Tin tubes, pipes and tube or pipe fittings",9,Kilogram,0,?,25878.0
80070090,"Other articles of tin, nes",38465,Kilogram,0,?,3080440.0
81011000,Tungsten powders,73500,Kilogram,0,?,24206594.0
81019400,"Unwrought tungsten, including bars & rods obtained simply by sintering",46000,Kilogram,0,?,15265671.0
81019600,Tungsten wire,18441,Kilogram,0,?,9661627.0
81019700,Tungsten waste and scrap,4500,Kilogram,0,?,1383594.0
81019910,"Bars & rods,exclude those obtained simply by sintering;profiles,plates,etc",23783,Kilogram,0,?,19105667.0
81019990,"Tungsten articles, nes",4896,Kilogram,0,?,2991752.0
81029400,"Molybdenum unwrought,incl bars/rods simply sintered; waste′scrap",132660,Kilogram,0,?,54512218.0
81029500,Molybdenum bars/rods/profiles/plate/sheet/strip′foil,23135,Kilogram,0,?,15359716.0
81029600,Molybdenum wire,16607,Kilogram,0,?,8579239.0
81029700,Molybdenum waste and scrap,90641,Kilogram,0,?,32053854.0
81029900,Molybdenum articles nes,16828,Kilogram,0,?,9569739.0
81032011,"Tantalum powders, bulk density＜2.2g/cm3",4158,Kilogram,0,?,12662748.0
81032019,Other tantalum powders,4191,Kilogram,0,?,9935884.0
81032090,"Unwrought tantalum, including bars & rods obtained simply by sintering",117,Kilogram,0,?,234574.0
81033000,Tantalum waste and scrap,0,Kilogram,0,?,1000.0
81039911,"Wire of tantalum, diameter≤0.5mm",2517,Kilogram,0,?,7723779.0
81039919,"Wire of tantalum, diameter＞0.5mm",211,Kilogram,0,?,666461.0
81039990,"Other tantalum and articles thereof, wrought",34225,Kilogram,0,?,88319105.0
81041100,Magnesium unwrought containg ≥ 99.8% of magnesium,19830250,Kilogram,0,?,310768712.0
81041900,Magnesium unwrought nes,5726689,Kilogram,0,?,106892396.0
81042000,Magnesium waste & scrap,1116651,Kilogram,0,?,18269533.0
81043000,Magnesium raspngs/turnngs/granuls gradd accordg to size & powders,4066390,Kilogram,0,?,69515099.0
81049010,"Magnesium, wrought",124350,Kilogram,0,?,4001105.0
81049020,Magnesium articles,359156,Kilogram,0,?,10921185.0
81052020,Unwrought cobalt,452306,Kilogram,0,?,72277827.0
81052090,"Other cobalt,intermediate products,scrap & powders",53140,Kilogram,0,?,8989622.0
81053000,Cobalt waste and scrap,100973,Kilogram,0,?,1665335.0
81059000,Cobalt wrought & articles thereof,16515,Kilogram,0,?,6177914.0
81061010,"Unwrought bismuth, waste and scrap, powder with a bismuth content of more than 99% by weight",35112,Kilogram,0,?,3449644.0
81061090,Wrought bismuth and bismuth products with a bismuth content of more than 99% by weight,4000,Kilogram,0,?,277925.0
81069090,Wrought bismuth and bismuth products with a bismuth content of 99% or less by weight,10,Kilogram,0,?,14387.0
81082021,Titanium sponge,587500,Kilogram,0,?,27797143.0
81082029,"Other titanium,unwrought",47597,Kilogram,0,?,2852910.0
81082030,Titanium powder,61947,Kilogram,0,?,8170067.0
81083000,Titanium waste & scrap,173494,Kilogram,0,?,7462682.0
81089010,"Titanium bars, rods, shapes, sections",728156,Kilogram,0,?,123031731.0
81089020,Titanium wire,80799,Kilogram,0,?,11215533.0
81089031,"Titanium plates, sheets, strip, foil, ≤0.8mm",44757,Kilogram,0,?,10819081.0
81089032,"Titanium plates, sheets, strip, foil, ＞ 0.8mm",476334,Kilogram,0,?,92605001.0
81089040,Titanium tubes or pipes,158732,Kilogram,0,?,30141009.0
81089090,"Titanium wrought & articles thereof, nes",314925,Kilogram,0,?,109205897.0
81092100,Unwrought zirconium and powder with a hafnium to zirconium ratio of less than 1:500 by weight,22600,Kilogram,0,?,12676798.0
81099900,Other wrought zirconium and zirconium products,722,Kilogram,0,?,552372.0
81110010,Mn unwrought; waste & scrap; powders,19315900,Kilogram,0,?,238340905.0
81110090,Wrought Mg and articles thereof,1191072,Kilogram,0,?,14645176.0
81121900,Wrought beryllium and articles thereof,0,Kilogram,0,?,14025.0
81122100,Unwrought chromium; chromium powders,1483710,Kilogram,0,?,88783480.0
81122900,Wrought chromium and articles thereof,119879,Kilogram,0,?,12965148.0
81123100,Unwrought hafnium; waste and scrap; powder,1105,Kilogram,0,?,18545475.0
81123900,Wrought hafnium and articles products,199,Kilogram,0,?,3590925.0
81124100,Unwrought rhenium; waste and scrap; powder,10,Kilogram,0,?,191784.0
81124900,Wrought rhenium and articles thereof,0,Kilogram,0,?,47695.0
81126910,Unwrought cadmium; powder,1000,Kilogram,0,?,61460.0
81129220,Unwrought vanadium;waste & scrap; powders,2011,Kilogram,0,?,313847.0
81129230,Unwrought indium;waste & scrap; powders,17350,Kilogram,0,?,26365644.0
81129240,Unwrought niobium;waste & scrap; powders,13937,Kilogram,0,?,8223287.0
81129910,Wrought germanium and articles thereof,742,Kilogram,0,?,13611794.0
81129920,Wrought vanadium and articles thereof,67768,Kilogram,0,?,8056856.0
81129930,Wrought indium and articles thereof,267,Kilogram,0,?,862666.0
81129940,Wrought niobium (columbium) and articles thereof,3860,Kilogram,0,?,8509910.0
81129990,Wrought gallium and articles thereof,5000,Kilogram,0,?,13303549.0
81130010,Cermet granules;powders,67690,Kilogram,0,?,23570600.0
81130090,"Other cermet and articles thereof,incl.waste",13034,Kilogram,0,?,6582365.0
82011000,Spades & shovels,8187608,Kilogram,9012797,Number of item,119105973.0
82013000,"Mattocks, picks, hoes & rakes",4402651,Kilogram,4582256,Number of item,79204005.0
82014000,"Aces, bill hooks & similar hewing tools",1901773,Kilogram,2694416,Number of item,35700193.0
82015000,Secateurs & similar one-handed pruners & shears,1042619,Kilogram,4513951,Number of item,53378677.0
82016000,"Hedge shears, two-handed pruning shears & sim two-handed shears",1113387,Kilogram,1212791,Number of item,32965695.0
82019010,Forks,339222,Kilogram,364238,Number of item,8097964.0
82019090,"Scythes, sickles & oth hand tools used in agri., horticulture etc",1426206,Kilogram,4049037,Number of item,51076610.0
82021000,Hand saws,1359211,Kilogram,3495972,Number of item,52359179.0
82022010,Bimetal band saw blades,417436,Kilogram,0,?,34800474.0
82022090,Other band saw blades,230066,Kilogram,0,?,8257791.0
82023100,Circular saw blades with working part of steel,1335694,Kilogram,0,?,63723114.0
82023910,Circular saw blades and parts thereof with working part of natural or synthetic diamonds or cubic boron nitride,2015694,Kilogram,0,?,127951597.0
82023990,"Circular saw blades and parts thereof, nes",3489227,Kilogram,0,?,163066607.0
82024000,Chain saw blades,662598,Kilogram,0,?,56726843.0
82029110,"Straight saw blades for working metal, for use wiwth mechnical saws",86149,Kilogram,0,?,11616507.0
82029190,"Straight saw blades for working metal, nes",27907,Kilogram,0,?,2653151.0
82029910,"Other saw blades, for use with mechanical saws, nes",679912,Kilogram,0,?,71879756.0
82029990,"Other saw blades, nes",704654,Kilogram,0,?,36811860.0
82031000,"Files, rasps & similar tools",853147,Kilogram,6560192,Number of item,31797753.0
82032000,"Pliers (incl. cutting pliers), pincers, tweezers & similar tools",5898891,Kilogram,33724287,Number of item,289677376.0
82033000,"Metal cutting shears, tinmen's snips & oth metal′wire cutting shears",451046,Kilogram,1233190,Number of item,21459338.0
82034000,"Pipe-cutters, bolt croppers, perforating punches & similar tools",399024,Kilogram,3690860,Number of item,29174637.0
82041100,"Wrenches, hand-operated, with non-adjustable jaws",5070678,Kilogram,46005150,Number of item,205885209.0
82041200,"Wrenches, hand-operated, with adjustable jaws",2630846,Kilogram,7379470,Number of item,102906130.0
82042000,Wrench sockets including ratchet handles extensions & spinners,6368585,Kilogram,14255165,Number of item,209492245.0
82051000,"Drilling, threading′tapping tools",294187,Kilogram,2771222,Number of item,25015068.0
82052000,Hammers & sledge hammers,4097130,Kilogram,5005762,Number of item,87312891.0
82053000,"Planes, chisels, gouges & similar cutting tools for working wood",744902,Kilogram,3509425,Number of item,25449160.0
82054000,Screwdrivers,2988155,Kilogram,49756492,Number of item,115177273.0
82055100,"Curling irons, cork screws, nut-crackers & other household tools",7041180,Kilogram,51362139,Number of item,392009520.0
82055900,"Tools for masons, watchmakers, miners & hand tools nes",14812493,Kilogram,57723761,Number of item,544021316.0
82056000,Blow torches,50087,Kilogram,239878,Number of item,3527121.0
82057000,"Vices, clamps & the like",2607480,Kilogram,3031844,Number of item,65040577.0
82059000,Sets of articles of two′more of the foregoing subheadings,1469471,Kilogram,0,?,58063735.0
82060000,"Tools of two/more of heading Nos 82.02 to 82.05,in sets for retail",8823779,Kilogram,0,?,322283552.0
82071300,Rock drillng/earth boring tools with working part of cermets,286945,Kilogram,0,?,26100909.0
82071910,Rock drill/earth boring tools with workng part of diamond/cubic BN,806582,Kilogram,0,?,82274997.0
82071990,"Rock drillng/earth boring tools with workng part of oth material, nes",3740341,Kilogram,0,?,221464786.0
82072010,Dies f draw/extrudng metal with workng part of diamond/cubic BN,5106,Kilogram,82058,Number of item,13001341.0
82072090,"Dies for drawng/extrudng metal with workng part of oth materials, nes",545920,Kilogram,369024,Number of item,37182244.0
82073000,"Tools for pressing, stamping′punching",10933534,Kilogram,0,?,686522625.0
82074000,Tools for taping′threading,428011,Kilogram,6356927,Number of item,48969395.0
82075010,"Tools for drilling, nes, with working part of diamond/cubic BN",404806,Kilogram,1486316,Number of item,38324356.0
82075090,"Tools for drilling, with workng part of oth materials, nes",5445912,Kilogram,113644731,Number of item,457848919.0
82076010,"Tools for boring/broaching, with working part of diamond/cubic BN",3955,Kilogram,15287,Number of item,899271.0
82076090,"Tools for boring/broaching, with workng part of oth material, nes",244098,Kilogram,2612154,Number of item,18469149.0
82077010,"Tools for milling,with working part of natural or synthetic diamonds or cubic boronnitride",13427,Kilogram,78149,Number of item,9609418.0
82077090,Other tools for milling,466528,Kilogram,12397008,Number of item,152484915.0
82078010,"Tools for turning,with working part of natural or synthetic diamonds or cubic boronnitride",1668,Kilogram,763589,Number of item,13936444.0
82078090,Other tools for turning,67188,Kilogram,531737,Number of item,18676384.0
82079010,"Interchngeable tools, nes, with working part of diamond/cubic BN",302475,Kilogram,2309521,Number of item,30310860.0
82079090,"Interchangeable tools, nes, with workng part of oth maerials",2635253,Kilogram,84952878,Number of item,170121995.0
82081011,"Knives and cutting blades, for machines or for mechanical appliances, of metal carbides, coated or plated",99364,Kilogram,0,?,108634199.0
82081019,"Other knives and cutting blades, for machines or for mechanical appliances, of metal carbides",127216,Kilogram,0,?,44885084.0
82081090,Other knives and cutting blades for metal working,58729,Kilogram,0,?,10798399.0
82082000,Knives & blades for machines/mechanical appliances for wood working,211174,Kilogram,0,?,15688856.0
82083000,Knives & blades for kitchen appliances/food industry machines,132767,Kilogram,0,?,10198347.0
82084000,"Knives & blades for agricultural, horticultural′forestry machines",1302252,Kilogram,0,?,40188875.0
82089000,"Knives & blades for leather, paper, tobacco machines & oth industries",1451269,Kilogram,0,?,73187519.0
82090010,"Plates for tools,unmounted,of cermet",8725,Kilogram,0,?,3635833.0
82090021,"Bars/rods, of cermet, unmounted, grain size＜0.8um",167288,Kilogram,0,?,64740559.0
82090029,"Bars/rods, of cermet, unmounted, grain size≥0.8um",72800,Kilogram,0,?,27834320.0
82090030,"Tips for tools,unmounted,of cermet",137430,Kilogram,0,?,56796450.0
82090090,"Other similar parts for tools,unmounted,of cermet",176517,Kilogram,0,?,87795258.0
82100000,"Hand-operated mechanical appliances,weight ≤10 kg,for food prep",1593569,Kilogram,2396960,Number of item,92688692.0
82111000,Sets of assorted knives,3361217,Kilogram,5986565,Number of item,166716432.0
82119100,Table knives having fixed blades,969295,Kilogram,16145687,Number of item,39067589.0
82119200,"Butcher's knives, hunting knives & other knives having fixed blades",2562955,Kilogram,24136329,Number of item,163105117.0
82119300,Pocket & pen knives & other knives with folding blades,1073055,Kilogram,20966981,Number of item,77193508.0
82119400,Blades for knives of hd 8211.10 to 8211.94,558501,Kilogram,0,?,22616518.0
82119500,Handles of base metal,27093,Kilogram,0,?,2102125.0
82121000,Razors including safety razors & open blade type,1927771,Kilogram,112244691,Number of item,155039170.0
82122000,"Safety razor blades, including razor blade blanks in strips",191606,Kilogram,121726092,Number of item,33856794.0
82129000,Parts of non-electric razors,220585,Kilogram,0,?,33477098.0
82130000,"Scissors, tailors' shears & similar shears, & blades therefor",4383880,Kilogram,0,?,218429121.0
82141000,"Paper knives,letter openers,erasing knives,pencil sharpeners & blades",1296066,Kilogram,0,?,57173122.0
82142000,Manicure/pedicure sets & instruments (including nail files),2209186,Kilogram,0,?,135359181.0
82149000,"Kitchen chopper, cleavers & mincing knives & oth articles of cutlery",2039949,Kilogram,0,?,87776324.0
82151000,Tableware sets containng ≥ one article plated with precious mtl,36344,Kilogram,0,?,1491266.0
82152000,Tableware sets not containing articles plated with precious metal,7586104,Kilogram,0,?,326642746.0
82159100,Tableware articles not in sets plated with precious metal,6304,Kilogram,0,?,634457.0
82159900,Tableware articles not in sets & not plated with precious metal,10253710,Kilogram,0,?,421986796.0
83011000,Padlocks of base metal,5367208,Kilogram,30273943,Number of item,194485897.0
83012010,Central control door lock,935791,Kilogram,2199675,Number of item,88269534.0
83012090,Locks of a kind used for motor vehicles of base metal,1405190,Kilogram,3628748,Number of item,112354534.0
83013000,Locks of a kind used for furniture of base metal,2216596,Kilogram,14387365,Number of item,102348102.0
83014000,"Locks of base metal, nes",13776230,Kilogram,31107432,Number of item,730692021.0
83015000,"Clasps & frames with clasps, incorporating locks, of base metal",285176,Kilogram,0,?,13745226.0
83016000,"Lock parts,incl parts of clasps′frames with clasps,of base mtl,nes",5984537,Kilogram,0,?,362107843.0
83017000,"Keys, incl blanks for keys presented separately, of base metal",304107,Kilogram,0,?,25410855.0
83021000,Hinges of base metal,26358438,Kilogram,0,?,723970259.0
83022000,Castors of base metal,7863496,Kilogram,0,?,197693058.0
83023000,"Mountings,fittings & sim articles of base mtl nes for motor vehicle",2708427,Kilogram,0,?,90149918.0
83024100,"Mountings, fittings & sim articles of base mtl nes for buildings",33450852,Kilogram,0,?,1111186042.0
83024200,"Mountings, fittings & sim articles of base mtl nes for furniture",59858096,Kilogram,0,?,1225919493.0
83024900,"Mountings, fittings & similar articles of base metal, nes",7416154,Kilogram,0,?,244051135.0
83025000,"Hat-racks, hat-pegs, brackets & sim fixtures, of base mtl, nes",9685374,Kilogram,0,?,345050099.0
83026000,"Door closures, automatic, of base metal",4279419,Kilogram,3946096,Number of item,146645742.0
83030000,"Safes,safe deposit lockers,strong boxes & the like of base mtl",10913600,Kilogram,1584943,Number of item,205112637.0
83040000,"Filing cabinet & sim office/desk equipment, of base metal",1680473,Kilogram,0,?,58806279.0
83051000,Fitting for loose-leaf binders′files of base metal,1402931,Kilogram,0,?,26239186.0
83052000,"Staples in strips, of base metal",4526453,Kilogram,0,?,52044117.0
83059000,"Letter corners,letter′paper clips & similar office art of base mtls",2177815,Kilogram,0,?,55828693.0
83061000,"Bells, gongs & the like, of base metal",351882,Kilogram,0,?,26949419.0
83062100,Statuettes & other ornaments plated with precious metal,8243,Kilogram,0,?,613208.0
83062910,Cloisonne statuettes & other ornaments,5193,Kilogram,0,?,418887.0
83062990,"Other statuettes & other ornaments of base metal, nes",9791819,Kilogram,0,?,486000943.0
83063000,"Photograph, picture,′similar frames & mirrors of base metal",1883898,Kilogram,0,?,61343301.0
83071000,"Tubing, flexible, with′without fittings of i′s",3818842,Kilogram,0,?,150039523.0
83079000,"Tubing, flexible, with′without fittings, of base metal, nes",585925,Kilogram,0,?,21221018.0
83081000,"Hooks,eyes & eyelets of base metal",5095698,Kilogram,0,?,295772377.0
83082000,"Rivets,tubular,bifurcated of base metal",2440101,Kilogram,0,?,74012940.0
83089000,"Other buckles/buckle-clasps/beads/spangles, incl. parts, of base metal",954687,Kilogram,0,?,78078603.0
83091000,"Corks, crown, of base metal",124689,Kilogram,0,?,6938298.0
83099000,"Stoppers,caps,lids & oth packing accessories of base mtl,nes",26612594,Kilogram,0,?,704276667.0
83100000,"Letters,numbers,sign plates & sim articles of base metal",1534622,Kilogram,0,?,133750203.0
83111000,"Electrodes, coated, of base metal, for electric arc welding",27255398,Kilogram,0,?,180615642.0
83112000,"Wire, cored, of base metal, for electric arc welding",10297399,Kilogram,0,?,99251567.0
83113000,"Coated rods & cored wire of base mtl for soldering,brazing/welding",2863937,Kilogram,0,?,143536260.0
83119000,"Coatd tubes/sim prod of base mtl/mtl carbd,nes,for soldrg/brazing",525836,Kilogram,0,?,7989605.0
84021190,Other watertube boilers with a steam production〉45T per hour,6,Number of item,7569793,Kilogram,90307824.0
84021200,Watertube boilers with a steam production ≤45T per hour,106,Number of item,2344164,Kilogram,57184766.0
84021900,"Vapour generating boilers nes, including hybrid boilers",1554,Number of item,3328230,Kilogram,79218477.0
84022000,Super-heated water boilers,15,Number of item,29149,Kilogram,915117.0
84029000,Parts of steam′vapour generating boilers nes,13144149,Kilogram,0,?,332144616.0
84031010,"Central heating boilers, household type",29564,Number of item,1014559,Kilogram,52174216.0
84031090,Central heating boilers nes,4614,Number of item,379763,Kilogram,9037665.0
84039000,Parts of central heating boiler nes,731794,Kilogram,0,?,44654965.0
84041010,Auxiliary plant for use with generating boilers of 84.02,2377247,Kilogram,0,?,51727778.0
84041020,Auxiliary plant for use with generating boilers of 84.03,16317,Kilogram,0,?,1205486.0
84042000,Condensers for steam′vapour power units,1833331,Kilogram,0,?,86572864.0
84049010,Parts of auxiliary plant of heading No. 84041020,224710,Kilogram,0,?,8190758.0
84049090,"Parts of auxiliary plant/condensers of headngs 84041010, 84042000",1547068,Kilogram,0,?,35849023.0
84051000,Producer gas′water gas generators acetylene gas gen & sim gas gen,782354,Kilogram,0,?,39842636.0
84059000,"Parts of prod gas′wat gas gen,acetylene gas gen & sim water gas gen",340636,Kilogram,0,?,4694129.0
84068110,"Other steam & vapour turbines, 40MW＜output≤100MW",1,Number of item,115747,Kilogram,6932927.0
84068120,"Other steam & vapour turbines, 100MW＜output≤350MW",2,Number of item,2401528,Kilogram,42045144.0
84068200,"Other steam & vapour turbines, output≤40MW",3,Number of item,334618,Kilogram,24346831.0
84069000,Parts of steam & vapour turbines,1515781,Kilogram,0,?,99606823.0
84071010,"Aircraft engines,spark-igni recip-/rotary type,of an output≤298kw",108,Number of item,3398,Kilogram,4886204.0
84072100,"Mmarine outboard motors, spark-ignition recipr-′rotary type",22099,Number of item,1015383,Kilogram,148484276.0
84072900,"Marine engines nes, spark-ignition reciprocating′rotary type",4,Number of item,18834,Kilogram,575981.0
84073100,"Engines, spark-igni reciprocatng, f vehcl Ch 87, ≤ 50cc",26638,Number of item,522884,Kilogram,21951031.0
84073200,"Engines, spark-igni reciprocatng, for vehcl Ch 87,〉50cc but≤250cc",180968,Number of item,5329641,Kilogram,227581641.0
84073300,"Engines, spark-igni reciprocatng,f vehcl Ch 87,＞250cc to 1000cc",8469,Number of item,537471,Kilogram,46416095.0
84073410,"Engines, spark-igni reciprocating,f vehcl Ch 87, ＞1000cc but≤3000cc",64871,Number of item,7566112,Kilogram,816965882.0
84073420,"Engines, spark-igni reciprocating, for vehicl Ch 87, ＞3000cc",577,Number of item,299757,Kilogram,24038985.0
84079090,"Other engines, spark-ignition type, nes",976301,Number of item,15832503,Kilogram,683347828.0
84081000,"Marine propulsion engines, diesel",6466,Number of item,1864610,Kilogram,132862717.0
84082010,"Engines, diesel, output≥132.39kw, for vehicles of Ch. 87",6478,Number of item,5014953,Kilogram,287114470.0
84082090,"Engines, diesel, of an output＜132.39kw, for vehicles of Ch 87",8704,Number of item,2396545,Kilogram,140163797.0
84089010,"Engines, diesel for locomotives",944,Number of item,339398,Kilogram,7054353.0
84089091,"Engines, diesel, nes, output≤14kw",61158,Number of item,4581998,Kilogram,94333033.0
84089092,"Engines, diesel, nes, 14kw＜output＜32.39kw",76657,Number of item,16290608,Kilogram,370210765.0
84089093,"Engines, diesel, nes, output≥132.39kw",4673,Number of item,5622805,Kilogram,386084199.0
84091000,Parts for spark-ignition type aircraft engines,398,Kilogram,0,?,1625768.0
84099110,"Parts for marine propulsion engines, spark-igni type",987612,Kilogram,0,?,82610712.0
84099191,Parts for electric fuel injection devices,140289,Kilogram,833821,Number of item,24500863.0
84099199,"Parts for other spark-ignition type engines, nes",38989081,Kilogram,0,?,2519813339.0
84099910,"Parts for marine propulsion engines, diesel/semi-diesel",2857602,Kilogram,0,?,318270843.0
84099920,"Parts for locomotive engines, diesel/semi-dieses",860237,Kilogram,0,?,39625841.0
84099991,"Parts for diesel & semi-diesel engines ≥132.39kw, nes",18968566,Kilogram,0,?,863848500.0
